SAMPLE	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
FJ81-ZP	Contig09	1	4595668	1445684	4521640	98.3892	39.241	35.2	57.8
FJ81-ZP	Contig10	1	1201610	34279	169171	14.0787	3.31481	35.4	20
FJ81-ZP	Contig11	1	170974	12736	72306	42.2906	9.00992	35.2	15.9
FJ81-ZP	Contig12	1	1464303	443763	1395497	95.3011	37.6925	35.2	52.4
FJ81-ZP	Contig13	1	4077659	1290787	3981935	97.6525	39.4278	35.2	53.5
FJ81-ZP	Contig14	1	55256	7042	40862	73.9503	15.7902	35.3	24.9
FJ81-ZP	Contig15	1	72685	62558	43227	59.4717	107.383	35.2	0.525
FJ81-ZP	Contig16	1	77902	12973	16249	20.8583	20.6463	35.2	0.0688
FJ81-ZP	Contig17	1	104405	982	10141	9.71314	1.04556	35.1	1.54
FJ81-ZP	Contig18	1	133460	225454	92176	69.0664	210.65	35.2	0.109
FJ81-ZP	Contig19	1	96136	179395	72006	74.9001	232.936	35.3	0.224
FJ81-ZP	Contig20	1	73650	1857	23968	32.5431	3.01977	35.3	14.8
FJ81-ZP	Contig21	1	73030	8975	26471	36.2467	15.2083	35.2	20.4
FJ81-ZP	Contig22	1	52001	225	3952	7.59985	0.50974	35.2	2.59
FJ81-ZP	Contig23	1	70829	686	15393	21.7326	1.1785	35.3	3.5
FJ81-ZP	Contig24	1	75409	1045	14141	18.7524	1.54341	35.4	3.34
FJ86061ZE3-39	Contig01	1	11008917	3236848	10787114	97.9852	43.5761	32.9	53
FJ86061ZE3-39	Contig02	1	8645043	2706697	8562508	99.0453	46.4309	32.9	53
FJ86061ZE3-39	Contig03	1	1697966	626272	1660571	97.7977	54.5018	33.1	38.1
FJ86061ZE3-39	Contig04	1	796569	163858	583984	73.3124	29.916	33.4	19.9
FJ86061ZE3-39	Contig05	1	60573	5246	31345	51.7475	12.3876	32.8	11.7
FJ86061ZE3-39	Contig06	1	6618557	1918702	6497183	98.1662	43.0526	32.8	53.9
FJ86061ZE3-39	Contig07	1	51574	2171	21421	41.5345	5.84944	33.2	16.8
FJ86061ZE3-39	Contig08	1	5731635	1653675	5678387	99.071	42.8451	32.8	55.7
FJ86061ZE3-39	Contig09	1	4595668	1327893	4558339	99.1877	42.9438	32.8	56.8
FJ86061ZE3-39	Contig10	1	1201610	62953	263492	21.9282	7.21979	33.3	29.4
FJ86061ZE3-39	Contig11	1	170974	27354	126175	73.7978	23.0267	33.1	14.8
FJ86061ZE3-39	Contig12	1	1464303	407205	1399593	95.5808	41.235	32.8	50.6
FJ86061ZE3-39	Contig13	1	4077659	1194099	4016128	98.491	43.4446	32.9	51.9
FJ86061ZE3-39	Contig14	1	55256	7559	42986	77.7943	20.259	33.1	30.8
FJ86061ZE3-39	Contig15	1	72685	50275	42815	58.9049	101.528	32.2	2.04
FJ86061ZE3-39	Contig16	1	77902	8585	14109	18.1112	15.4257	32.7	0.174
FJ86061ZE3-39	Contig17	1	104405	2017	17022	16.3038	2.63988	32.4	1.15
FJ86061ZE3-39	Contig18	1	133460	194310	91758	68.7532	212.039	31.9	1.39
FJ86061ZE3-39	Contig19	1	96136	142708	74421	77.4122	218.059	32.5	0.518
FJ86061ZE3-39	Contig20	1	73650	1331	20628	28.0081	2.65124	32.7	17.6
FJ86061ZE3-39	Contig21	1	73030	11314	36689	50.2383	22.8639	33.3	27
FJ86061ZE3-39	Contig22	1	52001	169	3580	6.88448	0.421588	30.7	3.21
FJ86061ZE3-39	Contig23	1	70829	718	14388	20.3137	1.43938	31.8	3.1
FJ86061ZE3-39	Contig24	1	75409	961	14503	19.2325	1.55861	33.5	3.63
FJ86-CT	Contig01	1	11008917	3941173	10812820	98.2187	44.5307	35.2	52.9
FJ86-CT	Contig02	1	8645043	2720227	7924730	91.6679	39.1531	35.2	55.1
FJ86-CT	Contig03	1	1697966	576748	1535371	90.4241	41.9802	35.3	36.5
FJ86-CT	Contig04	1	796569	225766	607970	76.3236	34.6954	35.4	26.7
FJ86-CT	Contig05	1	60573	6154	30645	50.5918	12.4256	35.3	20.6
FJ86-CT	Contig06	1	6618557	2281382	6548890	98.9474	42.9272	35.2	54.3
FJ86-CT	Contig07	1	51574	4179	22764	44.1385	9.99228	35.5	19.5
FJ86-CT	Contig08	1	5731635	1947716	5697456	99.4037	42.3537	35.2	55.9
FJ86-CT	Contig09	1	4595668	1572897	4575865	99.5691	42.6593	35.1	56.9
FJ86-CT	Contig10	1	1201610	51118	221963	18.4721	4.96274	35.4	16.7
FJ86-CT	Contig11	1	170974	34817	106250	62.144	24.806	35.4	27.6
FJ86-CT	Contig12	1	1464303	480893	1415468	96.665	40.8371	35.2	50.5
FJ86-CT	Contig13	1	4077659	1394489	3985745	97.7459	42.5695	35.2	52.2
FJ86-CT	Contig14	1	55256	7917	42357	76.6559	17.7123	35.3	28
FJ86-CT	Contig15	1	72685	41908	43235	59.4827	71.8679	35.2	0.708
FJ86-CT	Contig16	1	77902	9231	16738	21.486	14.6346	35.1	0.0581
FJ86-CT	Contig17	1	104405	2124	14974	14.3422	2.24145	35.2	2.35
FJ86-CT	Contig18	1	133460	149848	93254	69.8741	139.803	35.1	0.131
FJ86-CT	Contig19	1	96136	118490	71021	73.8756	153.762	35.2	0.293
FJ86-CT	Contig20	1	73650	2093	24917	33.8316	3.45496	35.2	14.1
FJ86-CT	Contig21	1	73030	4394	20424	27.9666	7.36941	35.3	13.7
FJ86-CT	Contig22	1	52001	242	3702	7.11909	0.501221	34.9	3.79
FJ86-CT	Contig23	1	70829	1049	17858	25.2128	1.78973	35.3	2.64
FJ86-CT	Contig24	1	75409	1467	17727	23.5078	2.22794	35.4	4.91
FJ95054B	Contig01	1	11008917	3484756	10819794	98.2821	31.3563	33.4	52.6
FJ95054B	Contig02	1	8645043	2581404	8305368	96.0709	29.5751	33.4	54.2
FJ95054B	Contig03	1	1697966	554876	1590835	93.6906	32.2734	33.5	36.2
FJ95054B	Contig04	1	796569	169728	596365	74.8667	20.8797	33.9	21.3
FJ95054B	Contig05	1	60573	6740	38611	63.7429	10.8716	33.6	12.1
FJ95054B	Contig06	1	6618557	2081371	6540034	98.8136	31.1687	33.3	54
FJ95054B	Contig07	1	51574	3901	25737	49.9031	7.43245	34.3	15.4
FJ95054B	Contig08	1	5731635	1764645	5706014	99.553	30.5188	33.3	55.8
FJ95054B	Contig09	1	4595668	1418054	4558965	99.2014	30.5988	33.3	56.9
FJ95054B	Contig10	1	1201610	45991	251729	20.9493	3.62557	33.7	15.7
FJ95054B	Contig11	1	170974	47733	106391	62.2264	27.3495	33.8	35.3
FJ95054B	Contig12	1	1464303	450960	1421219	97.0577	30.466	33.3	50.6
FJ95054B	Contig13	1	4077659	1244834	4000496	98.1077	30.245	33.4	52.3
FJ95054B	Contig14	1	55256	6455	42481	76.8803	11.571	33.3	21.6
FJ95054B	Contig15	1	72685	43320	50205	69.072	58.7849	32.8	1.6
FJ95054B	Contig16	1	77902	8868	20869	26.7888	10.9308	32.8	0.148
FJ95054B	Contig17	1	104405	2099	15888	15.2177	1.83747	32.9	0.303
FJ95054B	Contig18	1	133460	142387	102454	76.7676	104.472	32.4	0.503
FJ95054B	Contig19	1	96136	108800	79962	83.1759	111.482	32.8	0.412
FJ95054B	Contig20	1	73650	2042	26122	35.4678	2.68611	33.3	10.8
FJ95054B	Contig21	1	73030	10350	31486	43.1138	13.9915	33.7	16.2
FJ95054B	Contig22	1	52001	341	5294	10.1806	0.606873	32.2	3.03
FJ95054B	Contig23	1	70829	1582	24668	34.8275	2.16742	33	1.94
FJ95054B	Contig24	1	75409	1456	20102	26.6573	1.81376	33.1	2.02
FJ95085AZB13-116	Contig01	1	11008917	3886670	10572361	96.0345	34.9081	33.5	52.2
FJ95085AZB13-116	Contig02	1	8645043	3098822	8293392	95.9323	35.4605	33.5	53.9
FJ95085AZB13-116	Contig03	1	1697966	654872	1553104	91.4685	37.7951	33.7	34.9
FJ95085AZB13-116	Contig04	1	796569	223755	613087	76.966	27.3661	33.9	20.9
FJ95085AZB13-116	Contig05	1	60573	6287	38924	64.2597	10.0859	33.6	7.11
FJ95085AZB13-116	Contig06	1	6618557	2380462	6544159	98.8759	35.5947	33.5	54
FJ95085AZB13-116	Contig07	1	51574	4512	24234	46.9888	8.57558	34.2	14.2
FJ95085AZB13-116	Contig08	1	5731635	2006480	5624617	98.1329	34.666	33.4	55.8
FJ95085AZB13-116	Contig09	1	4595668	1621837	4459723	97.0419	34.9431	33.4	56.9
FJ95085AZB13-116	Contig10	1	1201610	67838	300457	25.0045	5.2401	33.8	20.1
FJ95085AZB13-116	Contig11	1	170974	43901	118510	69.3146	25.0451	33.9	24.1
FJ95085AZB13-116	Contig12	1	1464303	477946	1398442	95.5022	32.1745	33.4	49.5
FJ95085AZB13-116	Contig13	1	4077659	1402444	3943847	96.7184	34.0138	33.5	52.2
FJ95085AZB13-116	Contig14	1	55256	7963	44711	80.9161	14.2732	33.7	22.5
FJ95085AZB13-116	Contig15	1	72685	48710	47483	65.3271	66.0815	32.8	0.857
FJ95085AZB13-116	Contig16	1	77902	11267	21855	28.0545	13.977	33	0.171
FJ95085AZB13-116	Contig17	1	104405	3488	21728	20.8113	3.03773	33.4	1.47
FJ95085AZB13-116	Contig18	1	133460	176684	100624	75.3964	129.863	32.6	0.503
FJ95085AZB13-116	Contig19	1	96136	136094	80281	83.5077	139.693	32.9	0.309
FJ95085AZB13-116	Contig20	1	73650	2196	23646	32.1059	2.9132	32.9	9.68
FJ95085AZB13-116	Contig21	1	73030	5422	24929	34.1353	7.15943	33.7	10.1
FJ95085AZB13-116	Contig22	1	52001	561	5626	10.819	0.954674	32.5	0.178
FJ95085AZB13-116	Contig23	1	70829	2026	25682	36.2592	2.72273	32.9	1.48
FJ95085AZB13-116	Contig24	1	75409	2250	23908	31.7044	2.7939	33.3	1.57
FJ98099	Contig01	1	11008917	3534785	10594541	96.236	31.7169	33.5	52.4
FJ98099	Contig02	1	8645043	2712029	8315254	96.1852	31.0266	33.5	54
FJ98099	Contig03	1	1697966	518644	1524326	89.7736	29.8952	33.7	35.5
FJ98099	Contig04	1	796569	194535	591908	74.3072	23.765	34	21.3
FJ98099	Contig05	1	60573	5571	36972	61.0371	8.9129	33.5	12.1
FJ98099	Contig06	1	6618557	2113061	6525855	98.5994	31.5852	33.5	53.9
FJ98099	Contig07	1	51574	6107	26233	50.8648	11.4549	34.3	14.2
FJ98099	Contig08	1	5731635	1803550	5636918	98.3475	31.1488	33.5	55.8
FJ98099	Contig09	1	4595668	1433211	4451998	96.8738	30.8761	33.4	56.9
FJ98099	Contig10	1	1201610	63649	305582	25.431	4.94255	33.9	20.8
FJ98099	Contig11	1	170974	35510	116991	68.4262	20.2477	33.9	26.4
FJ98099	Contig12	1	1464303	444973	1404983	95.9489	29.9236	33.5	49.9
FJ98099	Contig13	1	4077659	1287132	3943718	96.7152	31.1872	33.5	52
FJ98099	Contig14	1	55256	8452	45283	81.9513	15.137	33.7	24.5
FJ98099	Contig15	1	72685	47118	46945	64.5869	63.9371	32.7	1.14
FJ98099	Contig16	1	77902	10564	21429	27.5076	13.0644	33	0.122
FJ98099	Contig17	1	104405	2799	19301	18.4867	2.43775	33.3	1.01
FJ98099	Contig18	1	133460	170526	101350	75.9404	125.221	32.6	0.459
FJ98099	Contig19	1	96136	131088	79235	82.4197	134.438	33	0.41
FJ98099	Contig20	1	73650	1906	22045	29.9321	2.51999	33.1	8.89
FJ98099	Contig21	1	73030	5052	23485	32.158	6.69477	33.8	9.79
FJ98099	Contig22	1	52001	504	4533	8.71714	0.860368	32	0.258
FJ98099	Contig23	1	70829	1737	25172	35.5391	2.30531	33.1	1.62
FJ98099	Contig24	1	75409	2086	22602	29.9725	2.53419	33.9	2.56
FJ99138	Contig01	1	11008917	4032003	10475763	95.1571	36.3523	34.4	52.6
FJ99138	Contig02	1	8645043	3160910	8229546	95.1938	36.2949	34.5	54.5
FJ99138	Contig03	1	1697966	650006	1532214	90.2382	37.6127	34.5	36.7
FJ99138	Contig04	1	796569	209285	593886	74.5555	25.7017	34.7	20.5
FJ99138	Contig05	1	60573	5597	38932	64.2729	9.04339	34.5	7.34
FJ99138	Contig06	1	6618557	2508938	6498013	98.1787	37.6536	34.4	54.2
FJ99138	Contig07	1	51574	3411	25099	48.666	6.46632	35.1	13.7
FJ99138	Contig08	1	5731635	2120788	5587083	97.478	36.7722	34.4	56.1
FJ99138	Contig09	1	4595668	1700981	4423129	96.2456	36.7739	34.4	57.2
FJ99138	Contig10	1	1201610	63269	298328	24.8274	4.88015	34.8	20.8
FJ99138	Contig11	1	170974	39604	117923	68.9713	22.6483	34.8	23.5
FJ99138	Contig12	1	1464303	508028	1359015	92.8097	34.3514	34.3	50.3
FJ99138	Contig13	1	4077659	1452599	3899154	95.6224	35.3606	34.4	52.7
FJ99138	Contig14	1	55256	7926	46008	83.2634	14.2458	34.6	23.8
FJ99138	Contig15	1	72685	47121	46824	64.4204	64.1684	33.7	0.364
FJ99138	Contig16	1	77902	11718	19679	25.2612	14.8044	34.3	0.0838
FJ99138	Contig17	1	104405	3658	21372	20.4703	3.20079	34	1.78
FJ99138	Contig18	1	133460	173534	98365	73.7037	128.399	33.5	0.997
FJ99138	Contig19	1	96136	127853	78910	82.0816	131.81	33.9	0.221
FJ99138	Contig20	1	73650	2286	23098	31.3618	3.05704	34.1	7.58
FJ99138	Contig21	1	73030	5089	24511	33.5629	6.74138	34.8	9.91
FJ99138	Contig22	1	52001	354	5058	9.72674	0.602027	33.8	0.76
FJ99138	Contig23	1	70829	1641	24055	33.9621	2.22175	34	1.46
FJ99138	Contig24	1	75409	2074	21052	27.9171	2.65311	34.3	0.782
FJSH0703	Contig01	1	11008917	3831097	10578653	96.0917	34.4357	34	52.3
FJSH0703	Contig02	1	8645043	2880186	8318216	96.2195	32.9906	34	54.6
FJSH0703	Contig03	1	1697966	590092	1524932	89.8093	33.8592	34.1	38.3
FJSH0703	Contig04	1	796569	191201	611996	76.829	23.2564	34.4	24.1
FJSH0703	Contig05	1	60573	5818	37358	61.6743	9.25165	34.1	11.6
FJSH0703	Contig06	1	6618557	2298092	6527166	98.6192	34.4017	34	53.8
FJSH0703	Contig07	1	51574	2809	23284	45.1468	5.33759	34.6	13.6
FJSH0703	Contig08	1	5731635	1937987	5632854	98.2766	33.5179	34	55.8
FJSH0703	Contig09	1	4595668	1542961	4471840	97.3055	33.2706	33.9	57
FJSH0703	Contig10	1	1201610	59695	272820	22.7045	4.59071	34.5	20.7
FJSH0703	Contig11	1	170974	40821	115186	67.3705	23.368	34.4	27.1
FJSH0703	Contig12	1	1464303	477538	1399155	95.5509	32.1711	33.9	49.6
FJSH0703	Contig13	1	4077659	1344849	3956266	97.023	32.6449	34	52.4
FJSH0703	Contig14	1	55256	8853	45876	83.0245	15.8801	34.3	24
FJSH0703	Contig15	1	72685	44518	47632	65.5321	60.5093	33.4	0.755
FJSH0703	Contig16	1	77902	10026	20277	26.0289	12.5096	33.7	0.102
FJSH0703	Contig17	1	104405	4434	19831	18.9943	3.81647	34	3.31
FJSH0703	Contig18	1	133460	165178	99481	74.5399	121.801	33.1	0.547
FJSH0703	Contig19	1	96136	124310	77837	80.9655	127.782	33.5	0.246
FJSH0703	Contig20	1	73650	1915	21405	29.0631	2.54477	33.8	10
FJSH0703	Contig21	1	73030	8036	33409	45.747	10.6074	34.2	14.5
FJSH0703	Contig22	1	52001	507	4863	9.35174	0.87581	32.5	0.073
FJSH0703	Contig23	1	70829	1559	23685	33.4397	2.0804	33.8	0.84
FJSH0703	Contig24	1	75409	1881	21842	28.9647	2.32385	34.1	1.44
FR1069	Contig01	1	11008917	6332918	10110628	91.8404	82.8788	37.3	56.1
FR1069	Contig02	1	8645043	4956780	7898498	91.3645	83.1208	37.3	56.7
FR1069	Contig03	1	1697966	793419	1341122	78.984	65.0021	37.5	45
FR1069	Contig04	1	796569	347960	559410	70.2274	57.127	37.7	32
FR1069	Contig05	1	60573	11939	28040	46.2913	24.6813	37.4	10.5
FR1069	Contig06	1	6618557	3932046	6276136	94.8263	86.0583	37.3	57.4
FR1069	Contig07	1	51574	5768	17505	33.9415	12.9459	37.8	10.6
FR1069	Contig08	1	5731635	3490233	5531990	96.5168	88.4378	37.3	57.6
FR1069	Contig09	1	4595668	2829501	4447412	96.774	89.5273	37.3	58.3
FR1069	Contig10	1	1201610	1337707	958859	79.7979	157.31	37.7	40.5
FR1069	Contig11	1	170974	42776	117989	69.0099	31.8954	37.7	25.9
FR1069	Contig12	1	1464303	789577	1309378	89.4199	76.237	37.3	55.2
FR1069	Contig13	1	4077659	2344978	3804172	93.293	82.4614	37.3	56.4
FR1069	Contig14	1	55256	5615	26570	48.0853	14.3283	37.5	22.9
FR1069	Contig15	1	72685	89042	39834	54.8036	178.155	37.2	0.216
FR1069	Contig16	1	77902	26435	20093	25.7927	47.3905	37.4	0.384
FR1069	Contig17	1	104405	47421	60917	58.3468	63.015	37.8	13.4
FR1069	Contig18	1	133460	444104	95421	71.4978	460.46	36.6	2.42
FR1069	Contig19	1	96136	283406	79646	82.8472	429.978	37.3	0.274
FR1069	Contig20	1	73650	3076	24258	32.9369	5.35927	37.4	12.7
FR1069	Contig21	1	73030	8814	25802	35.3307	15.9675	37.6	11
FR1069	Contig22	1	52001	273	3850	7.4037	0.489625	36.7	7.68
FR1069	Contig23	1	70829	1528	13372	18.8793	2.13367	37.5	8.88
FR1069	Contig24	1	75409	5248	18071	23.964	6.36405	37.3	13
FR13	Contig01	1	11008917	163790	3658273	33.2301	1.62374	34	17.2
FR13	Contig02	1	8645043	99551	2502228	28.9441	1.26919	34.1	18.9
FR13	Contig03	1	1697966	503597	1647541	97.0303	34.5731	34.3	39
FR13	Contig04	1	796569	54625	457642	57.4516	7.4015	34.1	5.82
FR13	Contig05	1	60573	8221	40861	67.4574	14.6377	34.2	10.6
FR13	Contig06	1	6618557	91444	2360538	35.6654	1.53198	34	21.2
FR13	Contig07	1	51574	542	13607	26.3834	0.976791	34.5	4.58
FR13	Contig08	1	5731635	69555	2197899	38.3468	1.34537	34.1	29.2
FR13	Contig09	1	4595668	53718	1780776	38.749	1.3029	34.2	31.7
FR13	Contig10	1	1201610	21459	223803	18.6253	1.82335	34.1	11.3
FR13	Contig11	1	170974	6500	89548	52.3752	4.05252	34	2.35
FR13	Contig12	1	1464303	31374	768101	52.4551	2.36312	34	21.5
FR13	Contig13	1	4077659	75684	1882917	46.1764	2.04784	34	21.3
FR13	Contig14	1	55256	691	16296	29.4918	1.26473	34.2	5.84
FR13	Contig15	1	72685	3749	34614	47.6219	5.49124	33.6	0.481
FR13	Contig16	1	77902	1561	16898	21.6914	1.95345	33.4	0.073
FR13	Contig17	1	104405	1157	15866	15.1966	1.00997	33.7	0.0882
FR13	Contig18	1	133460	11229	83635	62.6667	8.64556	33.1	1.12
FR13	Contig19	1	96136	8169	65394	68.0224	9.19677	33.6	0.13
FR13	Contig20	1	73650	460	10051	13.647	0.579389	33.8	2.41
FR13	Contig21	1	73030	1730	24018	32.8879	2.3955	34	1.87
FR13	Contig22	1	52001	189	3938	7.57293	0.288418	33.7	0.392
FR13	Contig23	1	70829	1099	16353	23.088	1.32739	33.8	0.0746
FR13	Contig24	1	75409	996	13912	18.4487	1.17934	34	0.293
G17	Contig01	1	11008917	8922996	9734648	88.4251	78.8037	36	58.5
G17	Contig02	1	8645043	7015956	7635654	88.3241	79.1397	36	58.9
G17	Contig03	1	1697966	763858	1045702	61.5856	43.1873	35.9	54.7
G17	Contig04	1	796569	120084	363086	45.5812	13.522	36.4	31.2
G17	Contig05	1	60573	1676	16036	26.4738	2.43435	36.3	9.71
G17	Contig06	1	6618557	5767760	6090892	92.0275	84.847	36	59
G17	Contig07	1	51574	3820	15871	30.7733	6.35626	36.4	6.7
G17	Contig08	1	5731635	5064098	5396234	94.1482	86.0824	36	59.2
G17	Contig09	1	4595668	4167790	4311638	93.8196	88.4747	36	59.5
G17	Contig10	1	1201610	109817	283028	23.5541	8.03856	36.4	40.1
G17	Contig11	1	170974	25982	96434	56.4027	13.863	36.3	31
G17	Contig12	1	1464303	1052257	1210690	82.6803	69.3639	35.9	58.2
G17	Contig13	1	4077659	3301441	3630426	89.0321	78.563	36	58.8
G17	Contig14	1	55256	16859	41282	74.7104	29.2893	36.1	24.1
G17	Contig15	1	72685	85694	40511	55.735	113.334	35.5	0.157
G17	Contig16	1	77902	23610	24734	31.7501	29.1365	36	0.0791
G17	Contig17	1	104405	1572	10796	10.3405	1.20812	36.5	7.56
G17	Contig18	1	133460	331774	99373	74.459	237.327	35.5	0.744
G17	Contig19	1	96136	249379	82588	85.9075	249.804	35.6	0.129
G17	Contig20	1	73650	4909	27630	37.5153	6.28056	36	10.8
G17	Contig21	1	73030	3773	18260	25.0034	4.80027	36.4	7.63
G17	Contig22	1	52001	234	3521	6.77102	0.317782	36.4	8.03
G17	Contig23	1	70829	1086	14150	19.9777	1.18206	36.6	9.81
G17	Contig24	1	75409	5586	19687	26.107	5.2097	36.7	11.6
GD-05-029b	Contig01	1	11008917	3561977	10615546	96.4268	32.0904	34	51.9
GD-05-029b	Contig02	1	8645043	2772581	8268749	95.6473	31.8203	34	53.5
GD-05-029b	Contig03	1	1697966	657592	1554516	91.5517	38.277	34.1	36.5
GD-05-029b	Contig04	1	796569	207203	574053	72.0657	25.4909	34.3	20.3
GD-05-029b	Contig05	1	60573	7282	39712	65.5606	11.7653	33.9	11
GD-05-029b	Contig06	1	6618557	2151569	6530658	98.6719	32.2679	34	53.7
GD-05-029b	Contig07	1	51574	7444	26468	51.3204	14.0246	34.6	12.9
GD-05-029b	Contig08	1	5731635	1806188	5590588	97.5391	31.2961	34	55.8
GD-05-029b	Contig09	1	4595668	1462421	4458829	97.0224	31.6112	34	56.8
GD-05-029b	Contig10	1	1201610	60906	270875	22.5427	4.77016	34.3	19.4
GD-05-029b	Contig11	1	170974	40504	114741	67.1102	23.2291	34.4	28.7
GD-05-029b	Contig12	1	1464303	448003	1395261	95.285	30.2551	33.9	49.5
GD-05-029b	Contig13	1	4077659	1289555	3945345	96.7551	31.3664	34	52.1
GD-05-029b	Contig14	1	55256	8360	46108	83.4443	15.0121	34.3	23.9
GD-05-029b	Contig15	1	72685	51056	48142	66.2337	69.5474	33.3	0.871
GD-05-029b	Contig16	1	77902	11438	21594	27.7194	14.4047	33.7	0.114
GD-05-029b	Contig17	1	104405	3055	19966	19.1236	2.71708	33.5	1.69
GD-05-029b	Contig18	1	133460	185494	101503	76.055	137.425	33.2	0.621
GD-05-029b	Contig19	1	96136	139034	80182	83.4048	143.366	33.5	0.304
GD-05-029b	Contig20	1	73650	1940	23209	31.5126	2.58775	33.7	10.2
GD-05-029b	Contig21	1	73030	5094	23093	31.6213	6.78754	34.3	8.97
GD-05-029b	Contig22	1	52001	502	5161	9.92481	0.88781	32.9	0.151
GD-05-029b	Contig23	1	70829	1627	25083	35.4135	2.21759	33.4	0.917
GD-05-029b	Contig24	1	75409	1829	22675	30.0694	2.31643	33.7	1.13
GD06-53	Contig01	1	11008917	4311878	10379596	94.2835	57.9318	38.3	52.6
GD06-53	Contig02	1	8645043	3344476	8104143	93.7432	57.2324	38.3	54.3
GD06-53	Contig03	1	1697966	658204	1503217	88.5305	56.8837	38.3	37.8
GD06-53	Contig04	1	796569	206512	539151	67.6842	37.3561	38.3	22.5
GD06-53	Contig05	1	60573	5953	33573	55.4257	14.0084	38.1	10.9
GD06-53	Contig06	1	6618557	2643734	6424409	97.0666	59.145	38.3	54
GD06-53	Contig07	1	51574	3679	21301	41.3018	9.97788	38.3	21.3
GD06-53	Contig08	1	5731635	2229740	5527749	96.4428	57.6536	38.3	56.1
GD06-53	Contig09	1	4595668	1778208	4417730	96.1281	57.3676	38.3	57
GD06-53	Contig10	1	1201610	61249	244955	20.3856	6.79455	38.4	18.7
GD06-53	Contig11	1	170974	44287	109901	64.2794	37.4468	38.3	22.3
GD06-53	Contig12	1	1464303	539995	1331912	90.9588	54.3336	38.2	50
GD06-53	Contig13	1	4077659	1551948	3863145	94.7393	56.3011	38.3	52.4
GD06-53	Contig14	1	55256	8801	42406	76.7446	23.5463	38.2	30.5
GD06-53	Contig15	1	72685	46286	41485	57.075	93.1165	37.8	0.303
GD06-53	Contig16	1	77902	15331	18179	23.3357	28.8873	38	0.0907
GD06-53	Contig17	1	104405	2959	16472	15.777	3.61552	38.4	2.19
GD06-53	Contig18	1	133460	179382	92689	69.4508	194.574	37.7	0.998
GD06-53	Contig19	1	96136	130824	72482	75.3953	200.801	38	0.205
GD06-53	Contig20	1	73650	2167	17365	23.5777	4.27872	38	13.6
GD06-53	Contig21	1	73030	5715	20833	28.5266	11.1082	38.3	13.8
GD06-53	Contig22	1	52001	135	3038	5.8422	0.249303	36	1.35
GD06-53	Contig23	1	70829	797	16450	23.225	1.4901	37.6	1.1
GD06-53	Contig24	1	75409	1096	14275	18.9301	1.97743	37.8	2.14
GD08-2025	Contig01	1	11008917	4318348	10443368	94.8628	57.916	38.4	52.7
GD08-2025	Contig02	1	8645043	3314565	8147585	94.2457	56.6586	38.4	54.8
GD08-2025	Contig03	1	1697966	661909	1475458	86.8956	56.4604	38.5	38.7
GD08-2025	Contig04	1	796569	208003	537388	67.4628	37.214	38.5	25.9
GD08-2025	Contig05	1	60573	5871	29354	48.4605	13.445	38.3	17.6
GD08-2025	Contig06	1	6618557	2640076	6448103	97.4246	58.9887	38.4	53.9
GD08-2025	Contig07	1	51574	2790	18055	35.0079	7.81803	38.5	24.5
GD08-2025	Contig08	1	5731635	2225119	5576933	97.3009	57.4728	38.4	55.9
GD08-2025	Contig09	1	4595668	1770340	4434802	96.4996	57.0196	38.4	57.1
GD08-2025	Contig10	1	1201610	67999	231077	19.2306	7.47709	38.6	22.1
GD08-2025	Contig11	1	170974	49671	108703	63.5787	41.9028	38.5	27
GD08-2025	Contig12	1	1464303	543698	1356950	92.6687	54.5553	38.4	49.5
GD08-2025	Contig13	1	4077659	1548932	3882590	95.2162	56.1084	38.4	52.4
GD08-2025	Contig14	1	55256	9918	42279	76.5148	26.3886	38.4	30.5
GD08-2025	Contig15	1	72685	52712	40177	55.2755	106.402	38	0.369
GD08-2025	Contig16	1	77902	18737	16442	21.106	35.5737	38.3	0.0759
GD08-2025	Contig17	1	104405	3701	16013	15.3374	4.27299	38.6	6.45
GD08-2025	Contig18	1	133460	203143	91349	68.4467	221.369	38	1.17
GD08-2025	Contig19	1	96136	155415	73307	76.2534	239.472	38.3	0.256
GD08-2025	Contig20	1	73650	2158	16199	21.9946	4.21822	38.3	13.9
GD08-2025	Contig21	1	73030	9215	30865	42.2635	17.8933	38.5	20
GD08-2025	Contig22	1	52001	155	3105	5.97104	0.206631	38.3	3.5
GD08-2025	Contig23	1	70829	870	15710	22.1802	1.59419	38.2	1.7
GD08-2025	Contig24	1	75409	1242	14135	18.7444	2.05719	38.3	1.59
GLHN3	Contig01	1	11008917	5500020	10846460	98.5243	49.0877	36	53.5
GLHN3	Contig02	1	8645043	4213059	8326284	96.3128	47.88	36	54.7
GLHN3	Contig03	1	1697966	765348	1521787	89.6241	44.1357	36	38.3
GLHN3	Contig04	1	796569	246675	539180	67.6878	30.0938	36.1	21
GLHN3	Contig05	1	60573	10370	41699	68.8409	16.6152	36	13.7
GLHN3	Contig06	1	6618557	3303318	6552050	98.9951	49.056	36	54.9
GLHN3	Contig07	1	51574	8257	28671	55.592	15.6011	36.2	15.8
GLHN3	Contig08	1	5731635	2848721	5708283	99.5926	48.8635	35.9	56.5
GLHN3	Contig09	1	4595668	2315512	4559966	99.2231	49.5522	35.9	57.5
GLHN3	Contig10	1	1201610	64046	326918	27.2067	4.99435	36.1	18
